ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE
63497R97NG,58,F,243571,365,1
63497Z47MB,48,F,786091,377,1
63498S39ZP,57,M,504699,341,0
63503K77YA,58,M,156225,261,1
63506I88WT,51,M,722307,212,0
63507I22SQ,55,M,127013,479,1
63508G80EG,27,F,450643,249,1
63509D78SZ,26,F,234965,278,1
63509D99QO,37,M,176119,210,1
63510Q74VV,60,F,468696,246,0
63511F10DJ,43,M,348496,482,1
63513I00GL,55,F,287869,766,1
63514S38FW,35,M,271418,832,1
63516Z22PQ,36,F,365867,727,1
63518Q73RY,25,F,263493,396,1
63518W39KI,36,F,476853,438,1
63519N11KV,55,M,272706,330,1
63520S24QT,53,M,75709,663,1
63526H01FJ,45,M,367513,175,1
63526V31QO,37,F,439795,218,0
63528M01JD,43,M,179616,388,1
63533K18DQ,27,F,441303,341,1
63533N33VV,44,M,320088,260,1
63538U47VU,35,F,322659,361,1
63538V05DJ,53,F,218168,827,1
63540D39TL,50,F,273485,79,1
63541E43QM,39,M,190273,349,0
63542O14MA,46,M,120135,490,0
63543A28CB,47,F,701464,390,1
63544Y38YQ,65,F,407619,310,0
63549M55UF,44,M,362717,390,1
63552O55FI,44,M,402466,470,0
63553V64JE,62,F,454984,228,0
63558W25TJ,48,M,315407,260,0
63560G28TM,34,M,274114,429,1
63561K69FX,56,F,272749,224,0
63562S25BP,60,F,119955,394,0
63563S27JI,26,F,134083,493,0
63564Y79KL,44,M,638029,99,0
63566B52JU,55,M,245329,250,0
63570X96NQ,64,M,449051,247,0
63576Q46LM,55,M,216018,468,1
63577U38GB,26,M,164146,447,0
63580A11BS,59,F,125461,234,0
63596E20JY,41,F,524757,590,1
63598B48YY,36,M,102504,230,0
63600N59ZG,48,F,369051,302,0
63605O34OJ,35,F,262739,338,1
63608Q15AD,62,F,96365,835,1
63609D74SG,44,M,638307,63,0
63614T05LT,50,F,715763,480,1
63615G72DZ,40,F,674509,252,0
63616O93EY,53,M,344594,311,0
63617D66AL,60,M,644871,854,1
63619Z55XV,64,F,353155,205,0
63620F10SK,48,F,350525,390,1
63622G01JB,48,M,457734,336,1
63626C93QA,61,F,257587,395,1
63630T23WL,51,F,494976,33,1
63632N91DT,25,M,239148,299,1
63635N83SX,65,M,354935,674,1
63636E85VU,65,F,472589,34,1
63637E46AQ,51,M,660377,309,1
63637M50DV,63,M,528450,129,0
63642J00VV,64,F,276107,974,1
63646E61ON,39,F,366016,363,1
63647A66JA,50,M,721651,85,1
63647B83RS,33,M,226038,41,0
63648M36KJ,54,M,273216,207,0
63649R10KV,30,F,433205,464,1
63652G53NM,47,F,595160,428,0
63652V47WM,36,M,394367,350,0
63658B09AN,62,M,762463,277,0
63658T42TF,29,M,102693,674,1
63662F26SB,46,M,670736,939,1
63663N13DB,55,M,198593,711,1
63663P85GM,62,F,345451,318,0
63664L42YC,61,F,276381,327,0
63666J17MQ,34,F,410793,298,1
63670Q63GC,51,M,761172,365,1
63676C81QO,58,M,641801,407,0
63677Z10TW,33,F,311059,348,0
63679G90ZV,50,M,132206,327,0
63681O90EK,51,F,316480,206,0
63683N57GB,27,M,219692,489,1
63687Q42SP,50,M,135263,308,0
63692H00BQ,32,F,228315,197,1
63697I08YB,47,F,459181,94,0
63700E23HE,64,M,596361,162,0
63705C58BK,57,M,526388,369,1
63709A74AM,40,M,410822,441,1
63709V88QR,27,M,218212,756,1
63710A79PM,47,F,301189,364,1
63710J23QL,49,F,268483,394,1
63711J54XT,37,M,203842,480,1
63715W71QS,50,M,444217,277,1
63718E76UK,64,M,91425,781,0
63725K63QK,49,F,297536,476,1
63727N60AB,34,F,409564,284,1
63728D54DU,29,F,432786,418,0
63729S17NA,30,M,139240,467,1
63731M77JC,26,M,173558,438,0
63731X56NS,34,M,219871,111,1
63736I31SI,65,M,165908,348,0
63737K25GR,64,F,88424,78,0
63737T68CQ,46,M,721864,240,0
63738E29IJ,25,M,164971,43,1
63738U59KM,52,F,241269,395,1
63739J19UK,39,F,665344,264,0
63740O27XT,49,F,520563,387,1
63744G78FH,47,M,254287,416,1
63748W88LQ,57,M,307485,550,1
63749B11WH,63,M,563575,468,1
63750M27FE,31,M,155644,290,1
63751J20JR,27,F,345179,481,1
63751V57IQ,38,M,307038,422,1
63752D63BN,46,M,288834,248,0
63756Z66KO,27,F,423880,435,1
63757A01BT,64,M,481798,398,0
63757U44IS,49,M,454464,494,1
63758H91CE,40,M,280966,358,0
63758Q77MD,63,M,621330,1015,1
63758Z30MY,47,M,268502,274,0
63764E47RS,53,F,97112,430,0
63764W15QS,54,F,269944,254,0
63765H09LH,48,M,475085,43,0
63766S27AS,30,F,429355,497,1
63767Z52II,58,M,278581,746,1
63771K76NC,50,M,520259,168,0
63775P36YR,27,F,483189,244,0
63780G27MU,56,F,402595,521,1
63780I90MU,50,M,433961,26,0
63781U67SJ,28,M,298515,829,1
63786V52ZD,32,F,408766,399,0
63794M53XP,31,M,248478,145,1
63797E24LF,60,M,530604,498,1
63801T62CQ,29,F,334844,293,1
63803C44KM,50,M,366603,327,0
63803L22EG,53,F,202035,316,0
63806I00IH,61,F,359701,223,1
63806O49MG,50,M,489889,254,0
63806Z17XI,36,F,496893,309,1
63807P10XS,49,M,147357,279,0
63810O21BK,49,M,251828,64,1
63822H76MZ,47,F,403965,301,0
63826N52ZU,32,M,156482,81,0
63830C64TP,26,M,287421,919,0
63830F25PD,31,M,272159,20,0
63835S72LM,63,F,341328,815,0
63835S95TD,62,M,148189,323,0
63838L62KR,58,F,382200,30,0
63846Z09SL,39,F,370821,194,0
63847Z64WS,53,M,185360,77,1
63866E66WA,34,F,439837,303,0
63869P36MH,31,F,140669,329,0
63873X97TH,47,M,115788,455,1
63874Z93WH,35,M,188805,488,1
63878Q76HK,63,F,527661,46,1
63880S83TD,40,M,315051,214,0
63882P79BI,54,F,426824,169,0
63883J80SM,36,F,640936,221,0
63888X53GC,30,F,481219,356,1
63896O25FW,50,M,298713,458,1
63897V56JI,56,M,285212,411,1
63898E59CW,36,F,553589,280,0
63899G30YI,30,F,449242,446,1
63908T67KQ,27,M,217518,55,1
63908U24RY,25,F,340656,267,0
63910I52MG,51,F,144277,429,0
63911O67ZP,62,M,755147,753,1
63913L98KH,30,F,344861,477,1
63916D08FH,33,F,498709,246,1
63918P57UN,57,M,642195,478,1
63918T88KJ,62,M,718599,829,1
63919C48QV,39,F,288536,378,1
63919E67AU,49,M,291600,347,1
63920X43HF,50,M,240407,299,1
63925O89UL,31,M,273581,279,1
63926O53QR,27,M,117420,819,0
63927O27IG,25,F,420789,341,0
63928A12VX,64,M,453162,342,1
63928Z43FY,56,M,637698,58,1
63931G54ZA,47,F,294355,991,1
63936R05ME,29,M,127531,166,0
63939R25HH,51,F,210171,296,0
63942D82PR,62,M,121858,442,0
63943U41XC,60,F,430512,124,0
63944Q37AO,39,F,328021,54,0
63948Z93RW,47,M,685717,771,1
63950W39WL,41,M,437593,474,0
63952J64UB,48,F,384717,970,1
63955R22MW,63,M,404583,307,1
63957Z87RO,28,M,155127,293,0
63962N26YO,40,F,774320,386,1
63966J41IM,62,F,345320,43,0
63972C92NN,35,F,449131,169,1
63976X80RL,48,M,332598,484,1
63978A02GV,60,M,102785,334,0
63980C26LJ,31,M,247165,665,1
63981L36MZ,30,F,293469,172,0
63984U45VY,60,F,346229,144,1
63986X10EH,27,F,294271,310,0
63986Z70DN,54,M,369063,380,1
63987W72QG,51,M,324518,207,1
63991W56IK,41,M,481993,481,1
63992M45TM,29,F,410000,352,0
63994E19OA,36,M,462317,215,0
64000S98GH,57,M,201918,1004,1
64004Q07UW,62,M,494804,943,1
64006G60SD,47,M,381737,294,0
64006L13IL,27,M,177854,2,1
64009L29ZS,40,M,209020,274,1
64014E03RN,58,F,413832,279,0
64014V44CR,35,F,221637,212,0
64015M74HO,43,M,298504,454,1
64019S51WR,57,M,414194,302,1
64023A00KL,25,F,170565,234,0
64030I16SM,57,F,94115,628,0
64031C76ML,38,M,279970,211,1
64031J47KE,47,M,313929,239,0
64033P62ND,64,F,385371,788,1
64033Q61RY,29,M,150209,473,0
64033T05VI,63,F,415603,321,0
64033W73EV,58,M,408141,369,0
64034W55RE,63,M,764626,413,0
64036S71DM,58,F,180995,518,1
64040E74CM,51,M,457582,323,0
64041Y70UM,62,M,748265,444,1
64044E32ZJ,36,F,437605,296,0
64049M64FX,65,M,524891,773,1
64050Y32RP,26,F,464560,68,0
64065C07OK,36,F,489205,332,0
64066E36UG,30,F,178179,448,1
64077L56YK,45,M,757373,763,1
64078Y60KF,61,M,427076,699,1
64083K77PW,55,M,655613,466,1
64085B57RU,55,M,592658,524,1
64085V17QM,36,F,499056,218,1
64086T90AS,58,M,745186,409,1
64091W99JZ,61,F,400504,93,0
64092K00KV,48,M,270507,441,1
64094D23OY,54,M,374029,178,1
64094L82NW,58,F,375213,770,1
64095L34ZW,38,M,444390,373,1
64096N91SJ,40,M,253787,129,0
64099O01HW,35,M,133774,278,0
64101H49LB,65,M,130404,84,0
64101K34EH,64,F,423904,968,1
64101T81EG,44,F,348845,361,1
64102G57YJ,35,F,372659,318,0
64102X65IC,41,F,294752,151,0
64106I51QX,29,F,302586,416,1
64107W95QY,31,M,185402,957,0
64114Z33AI,58,F,125245,183,0
64116M22VK,46,F,453144,918,1
64119N17WO,49,M,737475,271,0
64135D48YQ,47,M,395588,403,1
64138I67CV,58,F,190869,363,0
64139S93EM,36,M,350960,332,0
64142C34UM,63,F,330584,279,1
64143H65AI,59,F,170976,262,0
64145E82FU,31,M,215681,49,0
64146G55DB,46,F,287336,617,1
64147Y13OM,34,F,318955,425,1
64148D85AD,60,M,506060,794,1
64150P42AP,41,M,332370,230,1
64151Z32XP,33,M,177008,186,1
64153K71GU,33,F,320498,294,1
64153R46XO,50,F,678595,313,0
64159Z90HC,31,F,415043,384,0
64163D68RC,54,M,642784,841,1
64163S66YE,29,M,116399,574,1
64169I37IA,46,M,385366,450,1
64176Y09ES,59,M,237928,931,1
64181J82TA,43,F,641352,254,0
64182H19VT,58,F,307680,108,0
64189Q73NE,55,F,164147,71,0
64190B33UZ,31,F,357416,194,0
64192F42ZH,39,F,517467,241,0
64194S30PN,36,M,320892,458,1
64194V74AQ,59,F,409869,418,0
64194Y09DT,63,M,375518,128,0
64202U04II,53,M,748880,71,0
64203R80NQ,54,F,415880,473,1
64209G29PL,61,F,274752,225,1
64214K01NZ,32,M,125329,406,1
64221F34IZ,41,M,149439,259,1
64222G56IX,43,M,498658,349,0
64225R06XG,29,F,336577,215,0
64227T21QV,33,F,177213,344,1
64230I78WP,34,M,184869,380,1
64235E17WP,25,F,364807,23,1
64236Q89WR,52,F,288683,890,0
64242U76UV,31,F,240179,447,1
64243X74YV,65,F,295939,189,0
64243X92SC,58,M,332342,5,1
64244H45WW,34,F,301987,324,0
64244T80NY,28,F,438419,263,0
64245F48BM,64,M,336450,963,1
64245P35UM,56,F,411933,462,1
64245W41PH,52,M,700471,43,0
64248B97PZ,43,M,217710,458,1
64249L36ZU,27,M,245819,160,1
64251P64BD,62,M,161494,899,1
64255O84TJ,56,F,275123,327,0
64261L78JH,63,M,388003,79,0
64262S66HM,45,M,256226,474,1
64262Z97JZ,34,M,113039,376,0
64264B49SQ,45,M,123075,216,0
64270J04TY,25,F,446397,486,0
64274M54YZ,39,M,566923,935,1
64274M58DX,25,M,250609,283,1
64276Y48SH,36,M,436062,214,1
64278O11SD,26,F,465797,431,1
64278W70HJ,60,F,194933,648,1
64280Z10CQ,63,F,146277,384,0
64283V20ZJ,53,M,735463,276,0
64288M57QN,62,M,643492,804,1
64289J37RH,64,F,307091,347,0
64289S37VP,32,F,417584,222,1
64292C51TK,50,F,728035,553,1
64294A83JY,62,F,374560,239,1
64295J77UD,33,M,253034,55,0
64297M72YG,55,F,269243,244,1
64301G86IR,59,F,184667,292,0
64302Y49SG,41,M,357018,71,1
64308X05UF,33,M,222622,430,1
64314O87JV,52,F,225360,352,0
64314Q06UX,50,M,292414,129,1
64315L56KC,42,M,476956,207,0
64315U19PI,41,M,256313,213,1
64317A81EY,34,F,151853,492,1
64327Q52AD,47,F,537541,435,1
64331M46TR,35,F,448302,284,0
64332O17BS,30,F,338211,182,0
64335N90UK,44,F,334792,279,0
64335Z73SS,61,M,618894,473,1
64338C69SF,57,M,160450,72,1
64338S41HW,56,F,319539,966,1
64342M21RD,35,F,354789,420,1
64342X04TA,26,M,294961,16,0
64345F98NW,45,M,393870,236,0
64345S22IE,61,F,306315,648,1
64345Y04TW,57,F,479587,202,0
64350Z42BE,41,F,418136,332,1
64351C83IF,35,M,241722,680,0
64351M51ZN,36,M,297467,343,1
64354Q95CU,39,M,220856,213,0
64354X00LB,38,F,736080,304,1
64356X97XO,43,F,359531,51,0
64357A36GW,41,F,288360,589,1
64359E29BE,61,M,188465,309,0
64363N74ZH,59,F,310920,391,0
64365N78GU,47,M,136668,357,0
64366D60YK,59,F,158341,248,0
64366V01HB,45,M,491453,106,1
64368A12QN,36,F,457096,97,0
64368U56UR,35,F,492061,354,0
64370K70HO,41,M,476357,350,0
64371Y92FR,51,M,563411,332,0
64372X94IG,49,M,429609,354,1
64377E19LM,40,M,524744,228,1
64379N25JQ,29,M,238954,339,0
64382H30BQ,58,M,334452,69,1
64382Z51FK,36,F,451840,267,0
64383Q09XM,31,F,382619,269,0
64389W59FN,63,F,318893,30,0
64397F82OI,54,F,368328,264,0
64397V71ZN,50,M,619880,313,0
64398A98DH,53,M,128908,152,0
64400S43RP,54,M,152796,181,1
64401D26ZE,63,F,483728,289,1
64402V26BK,55,F,88789,443,0
64407Y00UM,64,M,272521,792,1
64415H32QL,33,M,108905,615,1
64419U66IX,45,F,334685,110,0
64422V83IZ,34,M,267178,341,1
64424K60FV,50,M,325494,177,1
64425Q97IV,39,M,680413,237,0
64426A08PS,28,M,218709,303,1
64426K58XZ,63,M,467106,303,1
64426U96CB,32,M,279630,885,0
64426Z45TL,50,M,532355,273,0
64430I45OI,30,M,166919,240,1
64433I99CZ,29,F,446014,170,1
64433U60DS,65,M,143018,385,0
64437C15WV,63,F,135075,316,0
64447Z87VJ,44,M,374495,367,1
64449U10QW,39,F,663091,363,1
64452T73TI,37,M,263831,371,1
64453A49OF,54,M,187777,398,1
64456R56QN,38,F,643027,429,1
64456Y86ZO,33,F,466888,399,0
64457Z15UM,53,F,244965,493,1
64459H86ZY,46,M,268366,488,1
64459J96BA,41,M,333819,96,1
64461P41BP,45,M,602704,505,1
64461V52HA,59,M,81345,403,0
64465S59ZY,36,F,297341,312,0
64466O90AJ,58,M,477761,33,1
64466R82BK,65,F,221323,384,1
64467H23VG,60,F,329557,272,1
64468R54HE,44,M,374728,455,1
64471C21LN,38,F,680925,254,1
64471T47SV,63,F,337736,389,1
64473M26VV,31,F,457689,242,0
64475L33CA,56,M,775332,487,1
64477H82RT,59,F,406523,187,1
64484C99DB,53,F,139659,282,0
64487Y56EA,54,M,397100,455,1
64490T43NC,54,M,294274,437,1
64490V33TS,30,F,206573,448,1
64491X47AW,34,M,242090,275,0
64493G92FE,64,M,120414,368,0
64495D36CQ,43,M,327371,239,1
64499Z56NL,51,F,111539,16,0
64500S87FF,42,F,413648,722,1
64501N93MC,62,F,488957,344,0
64504X29HW,63,M,526526,996,1
64504Y82KV,34,M,256488,244,0
64507R65AY,50,M,565037,308,0
64509L63VF,26,F,459373,480,0
64509M80IQ,34,M,154491,159,1
64511O98KP,52,M,477941,323,0
64513O17ET,64,M,296184,294,0
64520L78PT,31,F,406245,404,1
64520S97IB,64,F,175235,310,0
64525D07YU,56,F,136267,35,1
64529L74BN,58,M,770440,54,0
64531R29LU,45,F,490432,297,0
64537B42MF,59,M,127727,327,0
64538A25BP,60,M,651085,897,1
64538C16TN,55,F,300907,275,0
64541A16OU,44,M,354897,276,1
64545I28RL,26,M,283594,119,0
64545M90AE,36,F,799971,376,1
64555N88ZG,42,F,366651,405,1
64564U08ZG,35,F,335945,260,0
64565M19QA,49,F,435320,496,1
64565W16KB,31,M,296523,293,0
64568O89QC,42,F,305960,32,0
64574A40XM,42,M,228610,430,1
64575C69HI,30,F,410669,304,0
64578E22AB,46,M,102140,491,0
64581E45CR,59,F,483928,83,1
64584Z16PS,60,M,615895,500,1
64586G09XL,51,M,286581,574,1
64594D23AT,27,M,227333,297,0
64600S51IB,65,M,146944,441,1
64600U36OU,41,M,797437,612,1
64603T09FD,43,F,673536,465,1
64608Y98HG,63,F,126896,502,1
64613C74MB,31,F,293723,187,0
64613X60IN,32,M,115372,395,0
64614G29FQ,53,M,323835,63,0
64618R81CT,32,M,187922,654,1
64620K65XE,51,F,110907,435,0
64622U80TY,27,M,291810,784,0
64623C86EP,31,M,242434,470,1
64624R79UN,57,M,544009,990,1
64626F25YQ,54,M,185576,255,0
64627Y34UD,34,F,349511,289,0
64633N06SY,48,F,493971,9,0
64633W67XO,57,F,296939,486,1
64633Z17FG,56,F,332581,150,0
64644B08OV,41,M,646592,472,1
64645S02GH,29,M,272724,122,0
64652V74OF,41,M,474920,116,0
64655O02IQ,40,F,399928,300,1
64656N45UT,55,M,120609,669,1
64658W80LX,60,F,337485,68,1
64659L78II,57,F,337789,828,0
64661B52TY,64,M,784145,403,1
64665J32WZ,34,F,398494,444,0
64665T28FQ,57,F,201973,28,1
64665W87QZ,47,M,165467,396,1
64666M42NJ,34,M,166804,322,1
64672X44OK,64,M,495082,292,1
64673F65CQ,38,M,712387,266,0
64676M56FP,62,F,362624,339,0
64679Z08TU,60,M,148205,310,0
64686U31RI,40,M,358258,345,1
64687W21KH,48,M,405628,446,1
64691L62GI,59,F,139349,8,0
64694L80FJ,55,M,587425,660,1
64701K92SO,46,F,330429,476,1
64705N56IH,52,M,249015,341,1
64710J60WI,61,M,662613,402,1
64710N64EO,36,M,121399,338,0
64712S00CS,34,F,432021,385,1
64713P06FU,51,M,687062,296,1
64714H97KV,42,F,502744,445,1
64715D43JH,61,M,435848,229,0
64717D32NB,36,M,396641,462,1
64719H76KE,25,M,214102,444,1
64723D29NG,38,M,569600,452,1
64723E24TU,58,M,225077,387,1
64724Y87HA,53,M,534787,326,1
64726I05CY,37,F,540752,431,1
64726T18EO,48,M,748013,10,0
64728C02TH,46,F,473768,472,1
64731M31WV,63,F,270947,514,1
64732A29EJ,56,F,124837,488,0
64735M93BJ,27,F,310544,271,0
64739I25HY,31,M,224286,260,0
64739J24UM,49,F,584765,203,0
64740E68HR,64,M,391393,331,1
64740V72LZ,57,M,94748,335,0
64742G91MF,28,F,313711,373,1
64742V27BZ,34,M,298972,578,1
64745A55CJ,41,M,764429,101,0
64747U74BN,51,M,152194,186,0
64748O23UM,30,M,142063,338,0
64752I33TS,42,F,536400,125,0
64752Q74TU,45,M,289275,38,0
64754F66OP,35,M,209013,422,0
64757R30LP,34,M,126981,428,0
64760Z06YG,60,F,483411,595,1
64762K96CF,32,F,213285,436,1
64765R83XB,43,F,617739,191,0
64770O08NG,39,F,331037,255,1
64773N42XR,27,F,138035,326,0
64775O06JT,50,M,390622,252,1
64776W64KR,45,M,210543,485,0
64778J47PS,33,M,110974,398,1
64779U57XQ,34,M,279707,515,1
64779V97GG,39,M,199193,122,0
64782Z40RJ,55,F,405157,26,1
64786H47OQ,49,M,316922,88,0
64787E04TX,52,M,547015,349,1
64789R98JJ,65,F,468656,401,1
64790W48AH,40,M,379207,402,1
64792H85YF,61,F,196181,386,0
64792P76BL,62,M,194042,644,1
64797I66IB,25,F,402189,447,1
64807M20LH,60,F,268651,308,0
64810G37BI,30,M,277814,135,1
64810L56OC,49,F,700853,783,0
64814F51QY,43,M,241752,362,1
64817Z04PH,49,M,239878,233,1
64818F55KB,49,M,118586,314,0
64818K29JE,25,M,112321,478,0
64818Q40EJ,50,M,191598,205,1
64819R62II,29,M,273054,25,1
64819X54MO,34,M,135171,265,0
64821S29VV,42,M,445565,167,1
64825R88HA,31,F,201771,11,0
64826H16DQ,54,M,538075,259,0
64828I81PD,38,F,486776,238,1
64832P86SE,65,M,681620,27,0
64834T06QF,41,M,138503,427,0
64836U06UH,51,M,160021,432,1
64837R74EJ,48,M,466812,181,1
64838Y32KB,61,F,477043,434,1
64841K50GP,44,F,292872,291,0
64841T58VR,40,M,250650,485,1
64845I47QV,50,F,746035,733,1
64854T61GK,26,F,490027,278,1
64855I27XG,36,F,320448,316,1
64855S07EX,46,M,607941,121,1
64866I16FM,38,F,614131,677,1
64867U26MT,27,M,152916,517,1
64872H61EK,38,F,433475,317,1
64877J80LJ,40,F,316667,483,0
64878V82VQ,52,F,312288,274,0
64886P68SB,51,F,429368,332,0
64890T67PA,65,M,436041,77,1
64898E02CR,42,F,343003,264,0
64901L24NK,48,M,787989,469,0
64905J95WX,60,F,339136,484,1
64907V37XJ,55,F,429736,312,1
64909L90GI,61,F,422184,242,0
64912T91MA,36,F,573232,432,1
64917C42AW,59,M,206932,282,0
64925C52VE,36,F,338005,931,1
64925R12GV,37,M,132234,452,1
64927P04WX,61,F,346099,289,0
64927R20GP,57,M,109404,304,0
64927V79QE,38,M,502448,280,0
64931G45AG,49,M,130159,482,0
64933X43MC,53,M,301933,356,0
64934T27QM,48,F,407107,697,1
64935R59TG,51,F,373669,284,1
64941G42TT,59,M,91278,31,0
64942Z50BZ,49,F,479472,593,1
64947P34SN,33,M,281658,311,0
64948P56IS,50,M,239267,232,0
64949C00GX,45,F,377101,273,1
64949W24MA,46,M,164401,78,1
64950W46WW,48,F,713155,267,0
64953S81KH,38,M,522493,279,0
64954Y28RE,64,F,108835,774,1
64955B17QR,43,M,482464,347,0
64955H93AB,58,M,345157,185,1
64959Z61SP,27,F,248880,444,1
64960O30GE,45,M,630136,200,0
64969P76HS,39,F,324661,898,0
64969Q02DJ,28,M,260252,496,1
64969T53YL,36,M,156486,263,0
64971T15XV,38,M,180603,300,0
64974O29BA,31,F,435780,298,0
64976B63OD,52,M,386414,263,1
64978L46RK,32,M,143157,899,1
64982M00DA,39,F,267648,289,0
64984L38KV,60,F,278403,917,1
64988R07KJ,57,M,198325,310,0
64992Y82OE,31,F,477200,226,0
64993V04ZB,37,F,763480,430,1
65001K24GH,52,F,156808,444,1
65002Z29QV,30,M,172648,214,1
65006S47BV,46,F,649536,429,1
65006W24WZ,36,F,566520,267,1
65008F72ZF,65,F,345867,344,1
65010U70SI,31,F,314895,369,1
65011I90SH,62,F,370501,812,1
65012Q40BW,59,F,475915,217,1
65013D28DC,30,M,203895,250,0
65013F95KD,27,M,178137,715,1
65016E92VH,41,F,553872,340,0
65016T02MM,35,F,392920,372,1
65017E51MR,63,M,267518,345,1
65019C52DK,44,M,105498,210,0
65024N24OH,35,F,439299,226,0
65027R67FO,53,F,221064,133,0
65031A56JE,58,M,527192,251,1
65031V70BD,53,F,180864,241,1
65033H00CO,41,F,442443,225,1
65033M49XO,37,F,779432,514,1
65033Q40HW,37,M,137096,202,0
65035K06IC,32,F,476280,318,1
65035S12JA,41,M,447753,394,1
65036B57AF,26,M,186889,401,1
65044K11WD,36,F,345771,821,1
65047O26TM,39,M,250372,303,1
65053P71ZE,33,M,230653,112,0
65066A66VB,59,F,215109,275,0
65066E19OL,30,F,376291,444,1
65068K10AN,64,F,438107,224,1
65070I36IP,54,M,385761,523,1
65070V15HH,52,M,715709,194,1
65074X48JU,54,F,224467,274,0
65076W58KQ,63,M,730620,303,0
65078J70IK,28,M,296909,138,1
65082M88VR,55,M,559066,431,1
65083C36NL,65,F,175947,80,0
65083U77RI,51,F,322448,132,1
65089E61TQ,37,M,534672,345,1
65091D15ZH,36,F,389003,430,1
65092F28SJ,58,M,702777,506,1
65093A29UC,29,M,131392,208,0
65093M76SM,36,M,720928,983,0
65094R12EQ,46,M,239460,323,1
65096N01EW,40,F,741576,330,1
65098L10UJ,25,F,361029,332,0
65099A41ZF,59,M,305671,468,1
65099L51BU,29,M,238606,315,1
65101U42VZ,56,F,315035,766,1
65107M15XQ,43,M,676091,855,1
65115U05JG,36,F,641309,379,1
65116Z12SN,26,F,488584,395,0
65121N64LA,36,M,434995,444,1
65124F09TN,34,F,344217,319,0
65125V10RT,28,M,233402,384,1
65126R34FH,43,M,145438,259,0
65129T48DL,38,M,478181,358,0
65130V89VA,55,F,272800,429,1
65132Q54GD,36,M,708667,270,0
65133D52VQ,37,F,645293,465,1
65134K91LV,53,F,222755,365,1
65135E41RK,46,F,536779,265,1
65136A53VC,53,F,115485,262,0
65137S51YU,51,F,322645,491,1
65138U07AO,47,F,392419,100,0
65138U67WE,52,F,115875,875,1
65139N87RM,41,M,257538,246,1
65140J14DX,64,F,418576,437,0
65144L68CY,46,M,202779,313,1
65144M88QH,26,M,184287,640,0
65146W16YP,32,F,238709,241,1
65150H11UE,37,M,244115,413,1
65150V70TN,65,M,502715,721,0
65152T79BZ,49,M,221460,367,1
65157Q77ER,39,M,200458,300,1
65157W77VV,35,M,248614,395,1
65160B70PO,65,M,706149,365,1
65161M01FZ,55,F,194976,79,0
65165E62NU,36,M,181209,479,1
65173L09ML,29,F,167061,399,1
65173Y83XN,27,F,255475,450,1
65191S99GD,28,M,172092,8,1
65193U30EY,44,M,248850,351,1
65196F65VD,51,F,407312,634,1
65198O70CX,59,F,431632,270,0
65199D35FB,34,M,298349,294,1
65199K70IK,25,F,147891,482,1
65200K59YR,59,F,96931,332,1
65200T76VP,45,F,284803,460,1
65202T38MS,32,M,196816,597,1
65208R44MI,49,M,178105,194,0
65215G99DW,56,M,792311,174,0
65218J85UJ,59,F,339669,488,0
65228V36MD,34,F,208840,423,1
65231K78SU,49,M,361088,400,1
65231U81PT,45,M,757365,296,0
65234S80TJ,25,F,427515,288,0
65237M47SE,48,F,431179,255,1
65239S96EM,57,M,488419,379,1
65242M80GE,51,M,127804,294,0
65247M11RN,54,M,719320,456,1
65251I29EN,63,F,244435,344,0
65253D79TI,64,M,751844,905,1
65256F25EF,50,F,429669,394,1
65259T21ZB,29,F,282133,397,1
65262B02YE,63,F,452747,773,1
65263H62MP,65,F,525067,151,0
65267A18RM,48,F,294149,415,1
65268O07LQ,50,M,371694,479,1
65270C53AK,56,F,86472,395,0
65271Z32KJ,38,M,402547,420,1
65275X25GL,44,M,150746,287,1
65279Q92QV,61,M,523052,157,1
65284S34KP,58,M,209705,342,0
65284Y46QB,42,M,161929,353,0
65286P80FT,30,M,198079,254,1
65288A14CM,54,M,71622,324,0
65289R95DF,31,M,128828,790,1
65290R61XU,33,F,354978,354,0
65296M02US,28,M,156046,237,1
65298B22RZ,63,F,449451,109,1
65302P77DL,39,M,183416,274,0
65303H70WT,49,M,289847,463,1
65308J53PS,31,F,391544,490,1
65311G07TE,48,M,408134,237,0
65312E27FS,34,M,125465,577,1
65313S18ME,45,M,332591,379,1
65314N26GS,28,F,499589,228,0
65327M46GP,42,M,126945,290,0
65330K79PY,36,M,244354,225,0
65330V66MY,45,F,575405,447,1
65332Q07PI,37,M,239001,428,1
65332Q56OW,47,M,412408,18,0
65332R04OA,27,F,209547,409,1
65334L38AB,39,F,779856,412,1
65336Z24XO,38,F,675379,340,1
65345B75NC,45,F,427909,468,1
65346M08QX,34,F,380138,281,0
65349G47EF,42,M,556504,208,0
65350M83MG,56,F,465459,453,1
65352C57RL,47,F,334336,776,0
65353Z71QB,62,M,678630,217,1
65357E65KH,42,F,586301,304,1
65360H23RT,51,F,516371,23,1
65361B57QH,41,M,370991,274,0
65362Z51EE,37,M,203648,479,1
65364R74ZU,57,F,262539,164,0
65367T47SC,47,M,748968,984,1
65372Z37TG,35,M,137573,181,0
65375P79SI,44,M,205675,403,1
65383D62AL,32,M,106957,499,1
65386I79OM,29,F,306987,260,1
65388G42ZF,25,M,260714,324,1
65397F78WW,45,F,476544,883,1
65397O11HX,46,M,211972,402,1
