ID,CURR_AGE,GENDER,ANN_INCOME,DT_MAINT
83116T11OM,43,M,1826695,2018-03-14
13179T21AZ,55,F,725233,2019-05-22
66744N62CZ,65,F,1047792,2018-10-04
25348G83MP,35,F,528634,2019-06-21
81899R02DD,62,F,1281370,2019-03-13
48754A44GP,41,M,1848666,2018-09-02
31028C49QE,49,M,1739589,2019-04-29
66373Y76QF,59,M,330611,2019-06-19
51784L25YL,29,M,1490816,2019-01-19
75352E53IE,27,F,975161,2019-02-28
74161H29WN,50,F,1330426,2018-10-15
48178O86QX,28,M,1108524,2018-10-27
89929H84CB,62,M,760779,2017-11-22
59476N34DW,27,F,794823,2018-11-02
19909L41XH,53,F,1136163,2019-02-07
31444R92QR,29,M,1279954,2018-03-02
94524C75UF,62,M,584974,2017-09-07
19756J43FS,30,M,1385535,2016-10-19
13111M82QT,32,M,863287,2018-03-03
03928N53ZX,30,M,963542,2019-06-08
10033G49KS,63,M,1528103,2019-03-28
06055S60WR,39,F,996929,2018-05-08
77667W69AG,49,M,1016435,2018-10-01
39664L73BM,39,M,810778,2019-01-02
50564W99MJ,39,M,1111279,2017-12-03
73869B10EZ,53,F,395360,2018-04-14
12088D92VR,45,M,1675925,2019-06-15
92070C46LL,33,M,1223070,2018-03-28
16821W39EA,42,M,1447195,2017-11-06
27324O51OP,50,M,1144526,2017-11-17
69362M25OD,31,M,1165238,2018-11-28
09220D93WM,39,F,1342657,2018-09-23
65973C73QS,43,M,1763370,2019-06-04
16443G18OF,60,F,561728,2017-05-29
96068S22WE,58,F,1231187,2018-10-19
86612B14CT,42,F,1374324,2016-11-20
92822G13IG,52,F,1474698,2019-05-19
61966P43IV,28,M,893157,2018-06-23
69587V56AS,44,F,1206328,2018-10-25
08116W81WA,29,F,970178,2019-06-02
48239K78YV,30,F,977032,2018-03-25
91256Q76SY,34,F,673306,2018-11-09
78529C30JL,52,M,1493510,2019-02-17
62992N96PS,62,F,936189,2018-10-01
79703Y59TT,32,F,985333,2018-11-16
40200H97EN,31,F,656027,2019-04-30
95741V02DN,54,M,504668,2018-10-15
03619J52TO,62,F,1708247,2017-02-17
90902T60IJ,51,M,1695120,2018-03-28
58348E46MD,44,M,1144305,2018-04-19
30973L68YT,56,F,1705303,2018-03-19
45433F38VU,64,F,1614429,2018-05-06
47808V41PH,58,F,1543584,2018-07-03
64215Z85TG,52,M,1187606,2019-03-22
60215N08EQ,36,F,1521789,2019-05-28
47532I07SW,64,F,762185,2019-03-25
87013X06DQ,39,F,1247105,2017-03-15
13048N07PG,40,F,1321320,2017-08-03
95660E87VC,58,M,659212,2018-03-19
52925N98YK,64,F,1724948,2017-09-22
67195P27KR,52,M,674244,2019-03-27
64940E34KA,57,F,1642566,2017-04-04
68635Z67TJ,43,M,1621520,2018-05-10
05357R61XE,59,F,1338353,2016-10-17
67132P54OL,44,F,1056083,2018-04-03
73873Z09LN,33,M,1410273,2018-04-18
15966E31MX,65,F,1393269,2018-02-28
90813L17FI,44,F,935231,2018-08-02
92370P28VA,34,M,879873,2018-04-03
71801L48GP,29,F,1156922,2019-06-27
69916L79GN,65,M,1837346,2018-08-04
02869H85WJ,64,M,345661,2017-05-27
92942S06NB,59,F,1959331,2019-02-11
47803Q28KN,35,F,777344,2018-05-29
42257J21MR,49,F,1208537,2018-06-23
33826F78LV,34,M,1468822,2019-03-05
24717O46XS,42,M,1902701,2019-02-10
19119I26YT,62,F,1286955,2019-01-06
00951K18MJ,38,M,1070737,2017-05-26
47275F21QH,25,F,804994,2018-09-01
05692D40VN,26,M,1198268,2018-05-26
62851P06SI,62,F,923550,2018-05-16
70793Q41YK,35,M,1218480,2018-03-06
02129W86ZN,60,M,1439208,2017-08-16
92610J15UI,37,M,1269772,2018-03-15
10180C82KO,63,F,308101,2019-06-03
66107W37JZ,35,F,899640,2018-12-28
51024N23GK,38,M,933921,2018-09-23
35173D83LI,58,F,754624,2018-03-13
59991D52CK,44,F,1358834,2018-09-23
27402K70TA,65,F,522447,2018-04-09
09678H21ZO,51,M,1608397,2017-10-26
08206C20BI,25,M,763202,2019-06-02
61602I84HV,47,F,1472071,2018-04-14
64376N44WW,49,M,883159,2018-02-21
11907V59IY,40,F,1369927,2019-02-14
57880H95LB,65,M,1825745,2016-10-17
72430H55SC,57,F,1099172,2018-06-21
42201B57HW,48,M,1764866,2018-06-07
56655Q22RS,26,F,733479,2018-03-18
08281O22HG,32,F,801761,2018-07-17
57165X99MT,31,M,1013407,2018-04-07
70162D75YT,42,M,1319161,2019-04-26
34368H43FR,33,F,605627,2017-04-01
05514Y86ZQ,29,F,677372,2019-06-10
74275V12SN,65,M,609258,2019-01-10
04436X90QG,59,M,1885197,2018-10-20
51975M10KS,33,M,1003173,2017-12-15
00723R51WT,47,M,1726475,2018-11-21
27849R84OF,28,M,1023906,2019-02-08
96393B97RC,34,F,1031881,2018-04-14
51012R16NE,32,F,1146589,2018-02-26
37486R75AD,48,M,927829,2018-09-04
24045S56RV,59,M,1741811,2018-09-13
65964W95BY,28,M,947077,2019-03-29
98958E02DD,65,M,1581393,2017-02-15
34587I77CP,48,M,1918790,2018-12-04
10129I85SM,58,M,1446882,2018-06-02
40204W53LM,49,M,1439649,2019-05-18
80568R08RW,60,M,1303301,2019-01-20
22794K98WI,30,F,1093204,2016-12-23
13920O95DU,25,M,825659,2018-11-19
75734B41PK,36,M,1069755,2019-01-22
22157A17SC,37,M,1788948,2017-11-19
12238L80UI,62,F,1488947,2018-06-10
09113W77MS,32,M,1312854,2019-01-30
45971P45NU,51,F,802331,2018-08-15
09176E35ZF,42,M,1772605,2017-01-11
86999T47QI,50,F,1499324,2018-03-14
62460J55ZA,43,M,951273,2017-11-03
59115T39SV,43,M,1618534,2018-12-15
88735B68PT,42,F,1575555,2018-11-15
52553J93NS,45,F,975264,2019-02-02
40499T88LS,46,F,1463529,2017-12-03
25460C05CC,27,M,757422,2017-12-14
59195U59MR,63,M,448060,2017-06-29
77981J22IM,33,M,601793,2018-09-15
87831S19WD,29,M,1204995,2018-10-17
54922D09OK,35,F,721172,2018-12-16
86629L57OU,63,M,1695702,2019-01-17
53236L23FF,44,F,1141760,2018-11-08
94224U14YB,54,F,713501,2017-10-17
30534M58MB,40,M,1540552,2019-01-18
12607Q36VV,60,F,934313,2018-05-11
29106I35AG,25,F,685184,2018-07-18
28130G15NJ,64,M,388377,2019-06-23
17005B39JR,49,M,1243209,2017-12-29
49454M71BS,59,F,1635429,2018-12-07
89286I64WS,62,M,1283682,2018-09-18
53170Q93PG,62,M,692029,2018-04-29
99901D94IK,55,M,1656989,2019-02-19
25833K33HD,50,F,1091169,2018-07-01
21335O78BR,34,F,751026,2018-03-25
72449Y94TX,35,F,633140,2018-11-21
24723X43AL,48,F,1495732,2017-05-21
31867X31IU,62,F,389426,2017-11-27
38411H56JY,38,M,1509236,2018-04-06
84609Y77AJ,27,F,741667,2018-10-19
73255T80MA,49,F,1384022,2019-04-12
21820Z82HS,47,F,1046767,2018-10-16
45560B71NX,26,F,1079793,2018-06-10
16561A87YQ,33,M,831810,2018-03-28
92057W20NJ,57,F,1681257,2018-09-04
51822W86CV,46,M,1917433,2018-04-12
86350B20LJ,48,F,997552,2019-01-03
83058Y57UX,57,F,1222388,2019-01-10
08166T69KV,49,F,1598727,2019-06-17
39269D64TO,65,M,503883,2019-04-22
25089I11CN,33,F,518503,2018-04-24
37819O00FD,62,F,1151035,2018-03-15
77504L53EJ,59,M,1929191,2018-03-22
98750G86YN,55,M,1202691,2018-06-24
71853K91GW,49,F,910376,2019-03-24
25237M58GJ,39,M,991985,2018-09-14
64540T98WI,61,F,645954,2019-04-10
22072I51QC,40,F,945971,2017-12-25
28014L66ZK,62,F,1933491,2018-05-13
73236V49FD,35,M,1153261,2018-05-19
51800Z17WE,52,M,1190587,2018-05-12
36732W48GZ,47,F,1386219,2019-06-02
46730C19GU,28,M,852964,2018-09-19
64876O38HA,59,M,495213,2019-03-08
56708Y56PV,52,M,1824382,2018-08-02
12982N30QZ,50,M,1145918,2018-12-04
13317J78PX,35,F,619821,2019-02-19
05726I02SQ,46,M,1965411,2018-07-19
15595Y10YD,26,F,1184745,2016-10-17
72564Q68QT,47,M,1037041,2019-02-18
60478O13UC,32,F,1133322,2019-05-09
58323H35HL,41,F,871128,2018-12-13
68977B36UU,43,F,1498412,2018-11-19
21526O51UA,40,M,1788830,2019-03-04
10989I81SV,42,M,1022936,2017-07-23
44047H50BY,57,F,1500143,2018-10-19
96637W00AX,36,M,1302235,2018-06-27
58590B60CA,65,M,648316,2019-01-28
44428O03VL,55,M,1887651,2018-12-10
18744T27HA,29,M,1250292,2018-04-01
90950Q29XV,61,M,1056124,2019-04-18
68155O63GW,38,M,1395835,2017-10-05
08905N73UZ,59,M,1129327,2019-02-04
58915Z98JG,61,F,876829,2019-06-02
66012K04LO,48,M,970060,2018-05-26
08812M59MS,29,M,767697,2018-11-04
32568P70BI,35,F,765238,2018-10-25
67872H65LT,28,F,559269,2017-09-25
13943D36VT,52,M,1444918,2018-05-12
25657F58UX,33,M,1211332,2018-12-11
83400V93BU,29,F,943076,2018-12-13
73453I85PK,63,F,1078422,2019-01-19
45017L97SS,53,M,834393,2018-03-12
90156H04DK,31,M,1333153,2018-08-17
08341P00JN,55,M,421142,2018-02-26
57978G56VB,63,M,712378,2018-02-21
83616X07OC,59,F,1340832,2018-03-11
38927I55DM,37,F,1388690,2017-08-06
90538R58LE,42,F,1301457,2019-05-12
30110C96TF,30,M,1239389,2018-07-07
62309O15MG,28,M,1074962,2019-04-27
23029R41PS,44,M,1618261,2019-05-02
08951C96CF,54,M,572619,2018-04-12
65606E30QP,41,F,1102211,2018-12-12
31939M77NC,38,M,1597020,2019-05-26
62575K20QL,56,F,1057313,2019-06-17
86559K57YX,45,M,1321028,2017-03-13
02833G38ZQ,56,F,758972,2018-02-26
29006R15MB,56,F,979657,2018-11-30
57988F26TG,35,F,914881,2018-03-15
16888I98KD,41,F,1244898,2018-09-07
23094V39OG,26,M,1049014,2018-05-23
34423L71LQ,54,M,1005861,2018-12-24
56142Q70SZ,58,F,815060,2018-03-19
49074R87WY,37,F,1084300,2018-11-10
76343T78DY,35,M,890959,2018-06-19
79782B77II,27,M,1369811,2018-10-10
40228T00UG,43,M,1478707,2016-10-01
09760I84BM,41,M,1130892,2018-08-05
76418D39TX,40,M,979066,2017-06-08
98053T90FP,33,F,1024196,2019-02-10
28913C55BX,28,M,747294,2019-05-25
38485U36FQ,38,M,1795794,2019-02-06
76401N54PZ,49,F,1254449,2019-05-07
80825D78RI,58,M,696951,2018-09-03
72301T28ZQ,62,F,389055,2018-10-08
07750Z37IS,54,M,1765940,2018-03-11
01159Z05BQ,49,M,1942133,2018-11-11
23235A09LZ,48,M,1510905,2019-01-10
62970Z26TH,29,F,591302,2018-05-20
51554E79QN,57,F,1049730,2019-02-21
75936T95BR,53,F,1686601,2018-12-04
31082Z54ZF,35,M,837321,2018-03-28
59772N62OL,44,F,1197151,2018-06-26
27242I21ZG,34,M,686942,2018-10-25
24987S27SZ,43,M,1010137,2018-08-03
74425H99FH,61,M,1903316,2018-09-13
28186K71AF,27,F,874530,2018-09-21
27920Q81NL,38,M,1651117,2019-06-22
28774M02NY,45,F,1310955,2019-03-13
31755S34EK,57,M,372643,2018-10-18
76979V48MO,45,M,1083014,2016-10-20
38780Q47BZ,61,M,1790280,2019-04-04
25366F87FU,25,M,924490,2018-05-03
00520L36CO,32,F,761867,2018-11-21
78478P65FG,26,M,1185002,2016-11-07
08372O96NN,52,M,1530284,2018-06-13
89216N00FG,25,M,1327985,2018-02-25
10647L70DM,56,F,564490,2018-02-21
40852Y45LR,32,F,761513,2018-07-09
61941F87BD,60,M,1414197,2017-05-07
95309L87TH,46,F,845674,2018-04-01
72519R87BE,28,F,562131,2019-01-23
23420K43OH,61,F,1126128,2019-03-23
77547U32DR,58,F,1009723,2017-05-01
58144M70OQ,26,M,897936,2017-12-15
30343T26QV,44,F,1183474,2018-03-21
82082O10PT,57,F,1740644,2019-05-05
20387N69LL,62,F,1554574,2018-09-28
72285C64SW,32,F,1189526,2019-01-24
01003Y71MP,37,M,1898548,2018-10-28
03016W44RY,52,F,1260334,2018-08-18
07582N50SA,60,M,1783272,2018-04-15
73167C79GK,51,M,332949,2018-06-07
31146K81NQ,34,F,765777,2018-03-05
46672J04EB,48,F,1231869,2018-04-27
98973Z00BT,48,F,980716,2018-12-22
59329G49UF,52,F,1521085,2018-02-19
86700F25VQ,61,F,771517,2018-06-29
62077T20HB,63,M,1645865,2018-05-29
64923N75NJ,55,M,1130888,2016-12-08
47738W45EV,33,F,1081702,2017-10-07
16551Y14JT,59,M,891298,2018-02-20
55084G46PX,28,F,701935,2018-06-12
48210P28OT,50,F,1587928,2018-03-28
63279D74ZX,29,M,1400293,2018-10-25
13958E30FO,56,M,922157,2019-03-12
22652A79IU,47,F,1408158,2019-05-13
01720O26OX,62,M,1467742,2017-07-15
11262M46VB,52,M,401746,2018-08-05
09550O61RX,41,M,1242062,2018-07-13
37054Y52KU,61,M,440775,2019-01-01
31469V50IW,42,F,841511,2018-11-09
93687R75TU,39,M,1175620,2017-05-26
64936D51GJ,57,M,1503586,2016-10-23
55573V44SL,61,F,396960,2018-07-04
48144C67AB,65,M,1555377,2019-01-12
62303K01KQ,50,F,868455,2017-05-31
37962B56EJ,33,M,830280,2019-06-19
42298U47GQ,26,F,795461,2019-02-14
15036M68KC,42,M,878826,2018-01-16
16789Y44MN,60,M,487252,2019-05-04
40122E89QN,49,M,997487,2018-03-15
07883O61NS,63,M,1199448,2018-04-12
16989Q91YZ,53,M,1384486,2018-12-05
50193L53WY,52,F,1174623,2018-11-08
74040O56AY,62,F,1369506,2019-01-24
15119O07HT,42,F,1048732,2019-01-05
77254B28LX,56,F,1550004,2018-10-10
83225N65SX,56,M,868818,2018-12-20
32362S67WN,46,M,1779714,2019-06-28
17650N85AU,65,M,619027,2017-09-24
09646X16UR,36,F,1027684,2018-10-26
71092X24JT,50,M,1494131,2018-11-11
95257E09WD,50,M,823213,2018-09-29
24721X61FU,63,F,1910506,2019-06-24
97450L11BJ,53,F,960498,2017-12-06
54644N00ZL,59,F,1645097,2017-12-05
31096X72VU,42,M,1042617,2018-04-06
43397R72DG,59,M,1015101,2018-03-29
78962O93HU,36,M,1845136,2018-12-15
82326G53YD,41,M,1532539,2018-07-12
06021O36FK,60,M,1040556,2018-06-26
82379W89NS,29,M,1402496,2019-04-18
98778S37GZ,55,F,848133,2017-08-25
40989U00HR,52,M,1059105,2018-03-17
70588K42MF,37,F,951486,2018-09-09
74864N96AG,42,F,1088910,2018-07-27
06036K55YW,63,F,586014,2018-04-24
06447C18AF,42,M,1859353,2019-02-12
83052K69XJ,41,M,1334915,2017-09-14
77674W13KA,35,F,1136252,2018-11-22
10707G09DB,64,M,327225,2018-03-31
23538T05GM,40,F,1127620,2019-02-04
54538K06RA,49,M,867229,2018-08-20
03690B56MO,55,F,1831614,2019-03-30
23669E29YA,62,F,489505,2017-12-29
21666E47EV,32,F,967986,2017-02-24
04222Z75GJ,48,M,801096,2018-06-08
20624N32ZR,30,F,944553,2018-08-05
16744O28QD,62,M,1440189,2019-02-25
14715F98GF,26,F,562339,2018-11-14
96919X51EU,62,F,1175747,2018-04-25
15950I27TC,52,M,350988,2019-06-03
00885I86DF,61,F,1302763,2016-09-21
17137W15IB,26,F,1058988,2018-04-15
10997A15VJ,33,F,813757,2017-11-18
40915H61LN,48,M,1722419,2018-05-17
83113Y91RT,45,F,1148088,2018-12-26
82489T51LB,53,F,1744366,2017-11-21
64643U12YO,27,M,1196064,2017-03-21
32808W22FH,29,M,1486870,2018-12-24
53702V25KV,44,F,936654,2018-01-10
38528U98FH,47,F,840496,2016-11-20
97132V65DW,25,F,521853,2018-02-02
94873B60MT,42,M,1121917,2018-05-20
17377Y76HF,33,M,976032,2017-10-18
81611O76NW,53,M,1808245,2018-04-14
97003V90WA,33,M,732200,2019-05-09
42751R90AX,38,F,1117864,2018-05-23
70666X81OS,55,F,1050483,2018-09-30
68118F23SB,44,F,1331694,2019-04-01
73329C82RY,61,M,1352126,2018-09-15
30026N62WE,33,M,1232723,2018-05-10
41559U66YJ,32,M,1418754,2018-08-07
38942H32DO,31,M,1291848,2018-03-25
59213O41BU,65,F,473187,2016-12-12
43415L83QB,59,M,368375,2017-08-21
55845V56VC,58,M,1690885,2018-04-08
66407J74OI,53,F,1552420,2018-06-22
39390L21DC,52,F,787842,2019-04-13
19134W27GN,58,F,1335651,2017-05-13
85013H20GL,27,F,1052307,2018-05-08
71419M94RG,43,M,1469050,2018-05-27
64466R25EL,50,F,1313745,2017-06-15
21743Q68IL,29,M,1464160,2018-06-10
82132K65IR,32,M,891692,2018-03-10
98449T75GH,29,M,1378083,2018-04-19
44927C59LK,57,M,1456023,2018-11-28
63039T34CK,47,M,1883715,2018-03-30
48331X03LH,25,F,750164,2019-04-26
14332S17IS,28,M,1263202,2018-05-26
37880T91WQ,49,M,1811175,2018-03-08
24194E38JR,31,F,1106929,2019-01-26
32054R51DH,54,F,1291586,2018-06-03
02191G77PE,45,F,994954,2019-02-01
02749L86RE,38,M,1525935,2018-11-21
32769Z53JF,26,M,838939,2018-11-23
78506B85HD,49,M,1954619,2019-04-30
69163V01KC,46,M,1147119,2019-01-16
35736L84OG,57,M,651702,2018-07-14
08698N66WN,62,M,1861714,2018-09-23
81202S74ME,28,F,991453,2019-04-17
87169W68DS,34,M,1363640,2019-04-23
24503W57HC,46,M,818507,2019-02-18
70792A85FD,42,F,1291889,2017-09-12
44068D14KF,35,F,1116825,2017-05-09
57957M71GR,33,F,589188,2019-03-31
98326N65MJ,49,M,1660314,2018-03-31
76019D05EW,41,M,1868534,2017-10-08
26022W40SE,36,M,1567061,2018-03-20
92991X49PZ,43,M,1342490,2019-01-19
44429J51WL,34,M,850554,2016-11-20
31371Q89XH,62,M,723643,2018-05-14
48847C66FS,49,M,1512275,2018-08-31
68398O93MP,39,F,831419,2018-04-17
77955N57YE,43,F,1392175,2018-02-17
27321Z07PQ,46,F,1406718,2018-04-13
11644G90CJ,54,F,1575407,2019-04-11
12876M33SK,40,M,1247098,2019-03-16
95167C82UP,26,M,727185,2019-05-15
55510J77BW,55,F,1002767,2018-06-29
13525S75TK,30,M,1351625,2018-07-06
51394I20NG,51,F,1006122,2017-02-07
07412N69HL,25,F,1058882,2018-06-25
88172F67LZ,57,F,984461,2018-08-15
76939U36CU,60,M,691007,2018-03-27
68248E19FK,61,F,1150763,2018-07-12
14528M03OM,43,M,1308081,2018-10-06
24397T82FA,29,M,956638,2018-12-15
16022A45II,33,F,783330,2017-03-11
80230B15CH,25,F,678062,2019-06-20
08853H06PI,54,F,1972677,2018-10-31
40705M08ZI,56,M,465768,2019-04-30
02852W01DN,64,F,994317,2018-11-26
97899G70WZ,35,M,731075,2017-02-04
54735I29OI,57,F,389450,2019-03-15
21036V72ZO,27,M,1335731,2019-01-26
69019O28TQ,40,F,999935,2017-04-22
46299A97SO,32,M,893640,2018-12-11
59558Z07CB,56,M,1862587,2017-07-14
16033I96IF,31,M,1452452,2018-02-16
87756J09SC,35,F,580658,2016-11-30
84961N23ZU,60,M,995089,2018-09-28
21398N92GZ,50,M,1850589,2018-09-04
96119E54LI,52,F,1855767,2017-11-17
36795Z98WJ,56,M,397855,2016-12-03
12099C72XH,58,F,1747221,2018-09-01
06678Z87HY,29,M,747039,2018-08-01
52935A26NL,61,F,1289369,2017-05-11
27983W72XL,58,F,1795426,2018-07-23
70235R77QW,31,F,552235,2019-01-10
19565H75PX,29,F,808440,2016-12-01
29603W81HW,33,M,608487,2017-11-07
52516J90SQ,57,F,790647,2018-03-20
16503W28UW,31,F,735053,2016-11-22
83070I61MV,49,F,1331689,2016-11-13
71304R48QC,41,M,1937924,2018-07-07
80490V39AX,43,M,1603139,2018-10-21
01338L16VI,48,M,1024631,2018-02-01
38870B82KK,25,M,620373,2018-07-22
13552A49VJ,55,F,1043370,2018-09-13
35235A28BX,42,M,1512269,2018-05-08
26343H31ZZ,46,F,1521501,2019-04-25
05409D10SE,29,M,800989,2019-01-30
95745O71PG,45,M,1303834,2018-08-08
02115L70HM,45,M,1041675,2019-04-29
87446P78KN,35,F,700314,2018-12-05
59170I52IR,38,M,1930110,2019-06-09
37236W68PC,37,F,1158961,2018-11-10
62550I08KV,36,F,1238044,2018-08-31
52963S37TW,47,M,1311825,2019-02-05
22997H70FC,39,M,1248919,2018-11-30
86051G89EL,62,M,1227559,2017-07-26
29518Y33BM,45,F,1378721,2018-11-09
52983P11RM,65,F,1379302,2018-12-04
50969X56DI,32,F,903567,2018-04-11
80479E25XO,56,F,1275149,2018-05-17
44029E60NX,36,F,1468305,2018-10-29
88802G56EV,57,F,1793785,2018-10-06
22577I20LX,41,M,1222565,2018-07-28
65089O45PO,32,M,707976,2017-12-26
56373O31OO,37,F,897071,2019-01-20
03870I86WA,50,F,1459364,2018-10-20
57413H93ZX,39,F,1378022,2018-05-24
90639Z34PZ,54,M,549110,2018-03-12
59718F82XK,34,M,652214,2019-05-11
18050C80ES,40,M,890876,2019-02-23
67841W29VC,54,M,471419,2019-01-29
81905P01PS,55,F,364500,2018-06-12
96592F95NJ,41,F,1512734,2019-03-18
11470O49OX,38,M,1609695,2019-02-28
55463H71XW,30,F,563843,2018-10-11
21428Y52ST,39,F,1282864,2017-09-15
33390A55ZR,34,M,740919,2018-12-12
67537M77NG,39,M,1547596,2018-03-13
18813E89CL,48,F,843644,2018-05-27
53648A42MQ,54,F,1967152,2019-01-28
40282D10PT,54,M,327045,2018-06-10
93547K86TQ,61,M,1730086,2018-02-22
91375B25QD,35,F,1025678,2018-03-17
98637N54CL,46,F,955459,2019-05-04
98883K29RD,25,F,1137508,2019-01-11
33229E20IJ,37,F,1302508,2019-01-16
23534H38PX,45,F,846628,2018-06-14
20860N89KV,27,F,949086,2019-04-06
43246I73TY,57,F,1191918,2018-07-24
76743M91NA,58,F,1276427,2018-03-19
18806F02QB,36,F,903388,2018-09-11
57067I44GF,42,M,940247,2017-10-01
99898E85SG,60,M,1794471,2019-04-21
17361W48PH,46,F,1512007,2018-06-17
71830Q44KQ,31,F,1137218,2018-10-18
20948B31VG,39,F,801488,2018-10-31
43707R78OT,43,M,1618693,2018-12-17
81610N20AQ,48,M,1433121,2019-02-25
38969U48CI,54,M,1130939,2019-04-08
94988R39UC,58,M,1121611,2018-03-22
88264G47ME,36,M,1150259,2017-05-31
46758V68SP,65,M,609399,2019-05-25
57589I36FP,40,M,1344083,2018-04-09
74365D01WK,46,M,1344381,2018-04-25
00375M98ED,38,F,1413395,2019-01-19
38390Q23AN,64,F,1767016,2016-12-10
72193E00TM,28,M,877228,2017-11-18
66962V86ZY,34,F,956804,2018-06-21
01479J91OH,46,F,1103523,2018-02-04
47080J94YY,64,F,451264,2018-05-17
55330P52UV,55,F,400068,2019-05-31
25109M45DY,28,F,615049,2018-03-23
27268G58YF,26,M,659370,2019-06-02
85351B46MV,64,F,1467811,2018-08-13
97629N06BJ,37,M,1819229,2018-03-27
31868A80KX,54,M,504424,2018-12-19
95438J85ES,33,F,658012,2018-05-11
33180H11AI,35,F,870185,2019-04-16
56321I66SU,64,M,601698,2018-05-04
38258E58ZL,41,M,1778796,2018-11-10
17976K22BS,40,M,1161360,2017-08-20
33408Z60TS,31,F,740925,2019-01-27
68806C68GI,44,M,804851,2018-12-11
33753S83PN,53,F,1365078,2018-05-30
95057S63OR,53,M,1914295,2016-09-21
63534D75ND,45,F,947239,2018-09-21
01084T48CM,60,M,1671029,2018-11-27
91346W84ID,54,M,342520,2018-11-13
89606H26CJ,31,F,825935,2017-09-22
19869P04JR,30,F,618058,2018-02-23
93865M82TX,25,M,1083377,2018-06-16
53208R89DT,30,F,670802,2018-10-13
34329V43YH,49,F,871635,2019-05-19
95829V24ZE,53,F,1437536,2018-07-27
17243C92MZ,25,M,1065301,2018-06-27
91951H22BI,47,F,998882,2018-10-09
97452V12AV,48,M,1036944,2019-06-04
09345V36FT,60,M,456130,2019-03-14
82040U28DD,42,F,1264822,2018-03-04
38816H72VP,30,M,1217143,2018-07-25
36318M65NR,45,F,1535809,2018-07-14
56135K61QM,48,M,1751494,2018-09-15
86580Q78DI,59,F,704995,2017-06-01
59260M79TW,63,F,384855,2019-03-24
67141B23HD,48,M,1635536,2018-12-23
84112Z12KV,34,F,563197,2018-11-06
95839N01DE,42,M,1207876,2019-06-23
50412Q44KS,28,M,1477714,2018-04-11
68573W27XY,34,F,963845,2019-03-13
09116P38FP,36,M,1646852,2017-06-04
37745Y03MR,35,M,827915,2019-02-20
61083B66OP,32,M,660838,2018-05-08
13434L84MT,55,F,1460661,2017-09-07
79159N92TV,44,F,1056081,2018-04-30
49948D81WI,29,M,918724,2019-04-02
51853K38IQ,40,F,817325,2018-08-27
09159O24UX,64,F,859287,2017-06-12
42108C75IW,44,F,1546558,2019-05-13
54289S70GB,51,F,379076,2018-03-20
65321B07YS,55,F,422081,2019-03-02
22193X10NX,35,M,1160659,2018-08-11
91487V17ZR,47,M,1303592,2018-01-27
56581Y45EZ,38,M,1518579,2017-11-17
53189U63SX,26,M,1474609,2018-07-07
18069W08QC,27,M,764035,2019-01-29
76923L82QM,60,F,1606119,2018-03-06
07861T45JF,58,F,1215217,2018-08-14
77677R37VN,39,F,1551184,2018-06-28
40592D61FZ,65,M,1744759,2017-08-30
58536C24HA,62,M,769490,2018-11-26
50173E14FO,29,M,1144912,2016-11-28
56379P74EI,58,F,444290,2018-05-28
42399M88LP,58,M,825539,2018-08-31
20296X19FR,51,F,553499,2018-06-22
85996Q67OU,32,F,810412,2018-10-27
20587R53QL,40,F,1042811,2017-09-04
56782R70UD,54,F,1248581,2019-02-17
93294Q15AL,37,F,1033575,2019-02-10
66587B79BF,30,M,1397767,2018-06-05
00458D39YF,45,M,1514224,2018-08-25
07429D23PU,26,M,1341192,2018-02-10
05063B68NA,32,M,1074299,2019-03-19
95462L75CA,63,M,1658356,2017-06-16
26376T79WS,39,M,1936551,2018-08-18
89712W99YO,57,F,1992392,2019-03-20
27348I08LW,61,F,1208820,2018-03-07
50766T75LT,31,F,1026085,2017-08-05
55294T89UG,34,F,898093,2019-04-06
56968N41OV,30,F,1180871,2018-01-13
42470F21NG,51,M,1760713,2017-09-16
04186T69IJ,39,F,990117,2018-04-29
70596L06WK,56,F,545443,2018-10-05
35397Q34RC,36,M,1699931,2018-02-01
03821X12JX,28,M,1404205,2019-01-09
44550U00XD,32,M,1411578,2018-12-10
07549Q41NL,54,M,654601,2018-10-15
35537X23UR,56,M,462416,2018-05-17
74821Q19WF,52,F,358992,2019-04-04
75920R72VD,38,F,1307683,2016-12-27
23288J15YK,56,M,703616,2018-05-12
39268T02LZ,56,F,1307322,2017-11-29
92927V98PF,62,F,968558,2018-12-01
11198M15CX,39,F,1080288,2019-03-10
32545W61PO,40,M,855805,2018-06-17
71385R82VE,65,F,1173361,2016-11-16
80463H68NR,45,M,1140719,2018-12-26
30168D84AC,25,F,645484,2017-06-05
26603Q94OL,33,M,660244,2018-11-20
75370J38OD,41,F,991699,2019-01-30
04588T34ZC,25,M,1116665,2018-05-20
41442T24BO,36,M,917973,2018-12-23
98690S47HC,44,F,863975,2018-09-04
91856F21SP,46,M,1835792,2018-02-24
29910U97GL,64,F,443707,2018-05-14
07547K83FF,54,F,1677441,2018-06-16
18196R69NE,53,M,1363754,2018-10-21
75243N63PJ,43,M,1708380,2018-11-17
09125V03RY,46,M,1832283,2018-03-14
45929W49SJ,56,F,411454,2017-01-20
21820G32JV,53,M,1497922,2018-09-13
94568C83MT,54,F,390800,2018-09-14
81601Q64LZ,62,F,1622265,2018-08-11
