ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE,AGE_CAR_SEGMENT,Predicted_Purchase,Purchase_Probability,Purchase_Probability_Percent,Potential_Customer
34176Z30FQ,56,M,352370,401,1,Segment 3,1,0.7846489713701648,78.46,Yes
17478R65DC,46,M,297248,428,0,Segment 3,1,0.784591900524903,78.46,Yes
01381B03VW,52,F,292589,767,1,Segement 4,1,0.7845842031343673,78.46,Yes
01015G52MH,40,F,339328,489,1,Segment 3,1,0.7845634686099042,78.46,Yes
07776E71OK,33,M,112921,879,0,Segement 4,1,0.784560562273983,78.46,Yes
92289Q57YQ,27,F,267813,454,1,Segment 3,1,0.7845492362053184,78.45,Yes
72726M50KU,64,F,358440,795,1,Segement 4,1,0.7845293267942213,78.45,Yes
42848C81OW,33,F,300745,457,1,Segment 3,1,0.7845245111534921,78.45,Yes
04945P80ZZ,25,F,256741,478,1,Segment 3,1,0.7845179366465149,78.45,Yes
25523E86OW,34,M,231080,401,1,Segment 3,1,0.7845143784749009,78.45,Yes
93810V75AF,49,F,388680,495,1,Segment 3,1,0.7845071672033326,78.45,Yes
55232X65BC,39,M,258494,367,0,Segment 3,1,0.7844815178510043,78.45,Yes
37167Q10KM,35,F,311623,445,1,Segment 3,1,0.7844747731411553,78.45,Yes
47893Q10BA,47,M,302439,479,1,Segment 3,1,0.7844634446490311,78.45,Yes
61099F70FX,53,F,410499,438,1,Segment 3,1,0.7844340015105579,78.44,Yes
65036B57AF,26,M,186889,401,1,Segment 3,1,0.7844296786377838,78.44,Yes
80799Z61QI,55,M,346337,458,1,Segment 3,1,0.7844257324331083,78.44,Yes
22019Y73BI,61,M,379290,405,1,Segment 3,1,0.7844097723808263,78.44,Yes
09238N58JN,32,F,294971,400,1,Segment 3,1,0.7844094253199108,78.44,Yes
12854R57VW,30,M,208809,497,1,Segment 3,1,0.7843987027195359,78.44,Yes
83600Y52CR,51,F,399411,500,1,Segment 3,1,0.784396003749675,78.44,Yes
64203R80NQ,54,F,415880,473,1,Segment 3,1,0.7843848888053042,78.44,Yes
33785H64OI,46,M,296749,443,1,Segment 3,1,0.7843834409394594,78.44,Yes
21030F48JD,47,F,377363,414,1,Segment 3,1,0.7843734916148981,78.44,Yes
51016T75NE,47,M,302199,401,1,Segment 3,1,0.7843631584307621,78.44,Yes
54807T85CQ,35,M,236201,484,1,Segment 3,1,0.7843566347907781,78.44,Yes
07088U46NA,32,F,294800,363,1,Segment 3,1,0.784337961869889,78.43,Yes
14237A58EI,52,M,216843,619,1,Segement 4,1,0.7843307151131685,78.43,Yes
26234B86HY,53,M,335041,420,1,Segment 3,1,0.7843007987122697,78.43,Yes
38552A41XE,54,M,340481,433,1,Segment 3,1,0.7842763300797526,78.43,Yes
13816S05JT,55,F,308315,980,1,Segement 4,1,0.7842626306122031,78.43,Yes
19666I54KS,35,M,235950,418,1,Segment 3,1,0.7842517136292946,78.43,Yes
06393Q24ED,32,M,219447,423,0,Segment 3,1,0.7842486188080062,78.42,Yes
93412O22IL,51,F,286232,806,1,Segement 4,1,0.7842254744310588,78.42,Yes
98665A52CR,54,F,415461,451,1,Segment 3,1,0.7842097374936845,78.42,Yes
29072B32YU,33,M,224797,376,1,Segment 3,1,0.7841865122538448,78.42,Yes
02562X41KU,25,M,180748,416,1,Segment 3,1,0.784161111255675,78.42,Yes
80493V03XV,52,F,404347,413,0,Segment 3,1,0.7841608377144342,78.42,Yes
81060L37JE,40,M,263205,428,1,Segment 3,1,0.7841523334759337,78.42,Yes
07422Y58YQ,31,M,213631,378,0,Segment 3,1,0.7841158590452321,78.41,Yes
14752B63KA,42,F,349227,402,1,Segment 3,1,0.7841045096885254,78.41,Yes
26913A72LZ,32,F,294232,423,1,Segment 3,1,0.7841004629382705,78.41,Yes
01806M21NF,48,M,307018,368,1,Segment 3,1,0.7840790259784468,78.41,Yes
53044M45YE,53,F,296877,951,0,Segement 4,1,0.784078231450662,78.41,Yes
22724B38RS,32,M,219024,392,1,Segment 3,1,0.7840717139208737,78.41,Yes
76345O71CO,29,M,202440,399,1,Segment 3,1,0.7840347294846634,78.4,Yes
09642J90AU,40,M,262912,368,1,Segment 3,1,0.7840297680835626,78.4,Yes
58793N49RR,36,M,240898,463,1,Segment 3,1,0.7840214545051841,78.4,Yes
06804J27XJ,34,M,229892,443,0,Segment 3,1,0.7840177160442131,78.4,Yes
31800P82GT,49,F,387504,364,1,Segment 3,1,0.7840155137855928,78.4,Yes
74047Z55PP,57,F,431477,362,1,Segment 3,1,0.7840091284491604,78.4,Yes
85568P44NY,40,F,337979,409,1,Segment 3,1,0.7839995268887348,78.4,Yes
98399Z51SY,41,M,268308,437,1,Segment 3,1,0.7839868655818101,78.4,Yes
54502Q15ZR,65,F,362581,653,1,Segement 4,1,0.7839617495102494,78.4,Yes
50734S25HG,44,M,284726,432,1,Segment 3,1,0.7839543924269686,78.4,Yes
75461J58RI,60,M,372641,397,1,Segment 3,1,0.7839286445454,78.39,Yes
69702M57FT,65,M,400133,467,1,Segment 3,1,0.7839283671313699,78.39,Yes
81400T23GV,48,F,381776,433,1,Segment 3,1,0.7839194850260081,78.39,Yes
17095U11EU,35,F,310282,409,1,Segment 3,1,0.7839140116937601,78.39,Yes
79764U17QZ,31,M,100358,1019,0,Segement 4,1,0.7839058260179826,78.39,Yes
57079Q18AF,35,F,310195,449,1,Segment 3,1,0.7838775947160606,78.39,Yes
00955D34KU,50,F,279883,993,0,Segement 4,1,0.7838696619070559,78.39,Yes
56054T00OP,38,M,251510,420,0,Segment 3,1,0.7838602960109353,78.39,Yes
98264F87WR,28,F,271635,440,1,Segment 3,1,0.7838481765734112,78.38,Yes
55768E62OW,46,F,370592,403,1,Segment 3,1,0.78384123266395,78.38,Yes
47731K64KI,26,M,185445,496,1,Segment 3,1,0.7838257108216635,78.38,Yes
90964T74GB,58,F,323736,700,1,Segement 4,1,0.7838130334286048,78.38,Yes
22259E55AS,32,M,218398,443,1,Segment 3,1,0.7838097185897714,78.38,Yes
07024X90EG,43,F,354005,471,1,Segment 3,1,0.783802963489952,78.38,Yes
99001T80YU,26,F,260507,378,1,Segment 3,1,0.7837933552921347,78.38,Yes
59652J18FK,51,F,285189,506,1,Segement 4,1,0.7837890525356036,78.38,Yes
20429G42RY,57,M,355794,457,0,Segment 3,1,0.7837815324075479,78.38,Yes
26112F66RR,26,M,185319,473,1,Segment 3,1,0.7837729519410225,78.38,Yes
33461P46OW,57,F,318125,687,1,Segement 4,1,0.7837659393669543,78.38,Yes
14667D14SE,37,M,245781,481,1,Segment 3,1,0.7837637985029305,78.38,Yes
76395A14CY,42,M,273225,457,1,Segment 3,1,0.783743419227225,78.37,Yes
39718E59XZ,57,F,430776,378,0,Segment 3,1,0.783715666881243,78.37,Yes
29892N56DG,63,F,463763,406,1,Segment 3,1,0.7837139096905562,78.37,Yes
67573S55WF,34,F,304296,433,1,Segment 3,1,0.783709907351999,78.37,Yes
15024G42QX,34,M,229139,442,1,Segment 3,1,0.7837024831510169,78.37,Yes
87952B95SR,53,M,220811,505,1,Segement 4,1,0.7836903024179459,78.37,Yes
50452E20OU,56,M,237295,922,1,Segement 4,1,0.7836854444065666,78.37,Yes
20460R26EG,49,M,311576,432,1,Segment 3,1,0.7836853143589965,78.37,Yes
32836K66SM,37,F,320715,381,0,Segment 3,1,0.7836778229422966,78.37,Yes
40120D55PS,53,F,408656,413,1,Segment 3,1,0.7836629431198818,78.37,Yes
26635Z45UF,63,F,463571,388,1,Segment 3,1,0.7836334813823357,78.36,Yes
16761B33QF,26,M,184971,476,1,Segment 3,1,0.7836271885030828,78.36,Yes
93189R24HV,38,M,250953,385,1,Segment 3,1,0.7836270247923276,78.36,Yes
68215Z82QT,54,F,301288,727,0,Segement 4,1,0.783622936743682,78.36,Yes
69727M72YY,61,F,452517,497,1,Segment 3,1,0.7836096273476819,78.36,Yes
94007W00UF,30,F,282043,397,1,Segment 3,1,0.7836014609417274,78.36,Yes
86483F97VP,51,F,284736,782,0,Segement 4,1,0.7835993050123059,78.36,Yes
45337Q30VP,46,F,369965,485,0,Segment 3,1,0.7835786158397153,78.36,Yes
91395P62ZC,48,F,268187,807,1,Segement 4,1,0.7835769285146655,78.36,Yes
88414A36KC,38,M,250765,373,1,Segment 3,1,0.7835482493962042,78.35,Yes
43503E57KM,42,M,272716,394,1,Segment 3,1,0.78353017411499,78.35,Yes
96381F37MW,30,M,206700,378,1,Segment 3,1,0.7835160881950349,78.35,Yes
63331Z67AF,36,F,314813,431,0,Segment 3,1,0.7835087660019828,78.35,Yes
58081S47VP,39,M,256150,498,1,Segment 3,1,0.7835006671499132,78.35,Yes
61588L21TP,65,M,286323,752,1,Segement 4,1,0.7834932029175701,78.35,Yes
36328X80JP,33,F,298264,445,1,Segment 3,1,0.7834863827291156,78.35,Yes
22222F64PM,29,F,276256,365,0,Segment 3,1,0.7834805690293163,78.35,Yes
79220Z16PN,34,M,228602,407,1,Segment 3,1,0.7834774722261182,78.35,Yes
98585N85FN,26,M,184600,479,1,Segment 3,1,0.7834717129518011,78.35,Yes
57416K31EV,63,F,350413,882,1,Segement 4,1,0.7834713183793017,78.35,Yes
42411Y63NR,26,M,184520,390,1,Segment 3,1,0.7834381766328544,78.34,Yes
35117U00GI,59,F,328235,591,1,Segement 4,1,0.7833942337382512,78.34,Yes
12167F63OJ,29,M,200907,415,1,Segment 3,1,0.7833926460355214,78.34,Yes
33436C70RC,52,F,402475,404,1,Segment 3,1,0.783376912213039,78.34,Yes
94705C76SJ,35,F,308994,363,0,Segment 3,1,0.7833744187839445,78.34,Yes
73955F91MS,60,M,258500,755,1,Segement 4,1,0.7833547099168707,78.34,Yes
84582S36BT,37,M,244783,435,1,Segment 3,1,0.7833455724897109,78.33,Yes
24605K45NE,60,F,446371,391,1,Segment 3,1,0.7833382236602172,78.33,Yes
86989J56US,63,M,274928,835,1,Segement 4,1,0.7833263618651776,78.33,Yes
72646U69ES,35,F,308864,377,1,Segment 3,1,0.7833199026415734,78.33,Yes
08190Y13HM,64,M,280405,696,1,Segement 4,1,0.783317331315346,78.33,Yes
77728U35CH,48,M,305179,379,1,Segment 3,1,0.783308726261777,78.33,Yes
86382T75PC,55,M,230888,579,1,Segement 4,1,0.7833046623580313,78.33,Yes
75000H48JQ,52,F,402283,457,1,Segment 3,1,0.7832963932396674,78.33,Yes
45662G75LX,32,F,292293,473,1,Segment 3,1,0.7832882777622209,78.33,Yes
20655M15OK,48,M,305129,488,0,Segment 3,1,0.783287755089867,78.33,Yes
41080C96XS,51,M,208835,790,1,Segement 4,1,0.7832799705171737,78.33,Yes
64308X05UF,33,M,222622,430,1,Segment 3,1,0.7832755862888946,78.33,Yes
24815D55XP,56,M,349087,433,1,Segment 3,1,0.7832750624131293,78.33,Yes
83011G36ED,44,F,358227,404,1,Segment 3,1,0.7832679801839276,78.33,Yes
47034W91AX,26,M,184088,373,0,Segment 3,1,0.7832570155692588,78.33,Yes
16606L59HJ,53,F,294907,545,1,Segement 4,1,0.7832529819509498,78.33,Yes
97960Y40QB,31,F,286696,464,1,Segment 3,1,0.7832469739909526,78.32,Yes
12571B23AQ,35,F,308675,491,1,Segment 3,1,0.7832406268560336,78.32,Yes
71364B80JH,54,F,300368,854,1,Segement 4,1,0.7832372371228462,78.32,Yes
19807D93II,49,M,310485,409,1,Segment 3,1,0.7832279655353103,78.32,Yes
77233O86IT,29,M,200410,444,1,Segment 3,1,0.7831841857633612,78.32,Yes
22509N23EX,38,M,249822,404,1,Segment 3,1,0.7831528022161796,78.32,Yes
77339P33KV,29,M,200209,471,1,Segment 3,1,0.7830998377014726,78.31,Yes
89937T73AE,43,M,277183,379,0,Segment 3,1,0.7830975478546941,78.31,Yes
70493D74OT,33,M,222194,443,1,Segment 3,1,0.7830960057005748,78.31,Yes
52707A22EY,40,M,260634,410,1,Segment 3,1,0.7830751338367264,78.31,Yes
65150H11UE,37,M,244115,413,1,Segment 3,1,0.7830653108908514,78.31,Yes
12439T00VR,35,M,120335,885,0,Segement 4,1,0.7830603173124119,78.31,Yes
60027Z01WE,34,M,114833,815,1,Segement 4,1,0.7830588618298947,78.31,Yes
47554L42RP,58,F,321888,941,1,Segement 4,1,0.7830382692931525,78.3,Yes
66791U51GK,61,F,338285,644,1,Segement 4,1,0.7829968763877858,78.3,Yes
43948W54PL,50,M,315393,476,1,Segment 3,1,0.7829801218591282,78.3,Yes
81657G52YV,25,F,253029,383,0,Segment 3,1,0.7829633431026395,78.3,Yes
41199D22XV,54,M,224568,540,1,Segement 4,1,0.7829599289251002,78.3,Yes
33735B95AP,39,M,254850,397,1,Segment 3,1,0.782955289045338,78.3,Yes
64236Q89WR,52,F,288683,890,0,Segement 4,1,0.7829485034199807,78.29,Yes
72621A56EV,30,M,205311,462,1,Segment 3,1,0.7829333663811411,78.29,Yes
64415H32QL,33,M,108905,615,1,Segement 4,1,0.7828785351013892,78.29,Yes
49459I32GB,34,M,114394,506,1,Segement 4,1,0.7828745312972986,78.29,Yes
93431C68FN,37,F,318781,479,1,Segment 3,1,0.7828665882791672,78.29,Yes
01353U16FZ,28,F,269272,487,1,Segment 3,1,0.7828572606151027,78.29,Yes
05682B17RJ,28,M,194097,421,1,Segment 3,1,0.7828422542475988,78.28,Yes
12782P12RU,40,M,260079,370,1,Segment 3,1,0.78284209010753,78.28,Yes
67558F21XB,54,F,412160,375,1,Segment 3,1,0.7828262404501566,78.28,Yes
49455Z01UL,42,M,271016,492,1,Segment 3,1,0.7828168579987818,78.28,Yes
42824B49YV,51,M,320473,382,1,Segment 3,1,0.7828043417667195,78.28,Yes
43963X58LQ,59,M,364429,442,1,Segment 3,1,0.7827907883628301,78.28,Yes
31018H56DV,58,F,434069,379,1,Segment 3,1,0.7827904764916606,78.28,Yes
14239M92KL,25,M,177451,481,0,Segment 3,1,0.782779069413215,78.28,Yes
16010J10CJ,65,F,472509,465,1,Segment 3,1,0.7827695833834014,78.28,Yes
82503B75YK,64,F,354221,910,1,Segement 4,1,0.7827618400875824,78.28,Yes
97530E01HC,43,M,276381,490,1,Segment 3,1,0.7827607561597372,78.28,Yes
61087O85YS,41,M,265381,497,0,Segment 3,1,0.7827595229956417,78.28,Yes
50867Q66DQ,58,F,433981,451,1,Segment 3,1,0.7827535024538824,78.28,Yes
42778H73WX,28,F,269016,495,1,Segment 3,1,0.7827497110476648,78.27,Yes
02478R23XF,62,F,343171,835,1,Segement 4,1,0.7827395974226572,78.27,Yes
63056K42PW,54,F,299168,567,0,Segement 4,1,0.7827334037511744,78.27,Yes
70438Z00TH,25,M,177320,450,0,Segment 3,1,0.7827240247740872,78.27,Yes
24936F14RE,27,M,188250,457,0,Segment 3,1,0.7826958409079161,78.27,Yes
81051W84EO,38,M,248698,410,1,Segment 3,1,0.7826807705553525,78.27,Yes
66921J43LM,32,M,102931,518,0,Segement 4,1,0.7826787673682725,78.27,Yes
74896E30ZD,59,F,439229,425,1,Segment 3,1,0.7826482139139598,78.26,Yes
02295T77AJ,55,F,417229,475,0,Segment 3,1,0.7826457466577982,78.26,Yes
57379V12AT,61,M,375026,444,0,Segment 3,1,0.782622660715111,78.26,Yes
41411R24BI,64,F,466624,437,1,Segment 3,1,0.7826071602641951,78.26,Yes
30609N97QT,49,M,308964,449,1,Segment 3,1,0.7825891936631729,78.26,Yes
39993U83MR,43,M,275971,403,1,Segment 3,1,0.782588434971542,78.26,Yes
94222A89LF,45,F,362040,492,1,Segment 3,1,0.7825601228297008,78.26,Yes
26950R16CR,33,M,108146,974,1,Segement 4,1,0.7825595779327493,78.26,Yes
66241Z85UI,42,M,270393,418,1,Segment 3,1,0.7825550237401886,78.26,Yes
36241G00LG,52,M,212548,739,1,Segement 4,1,0.7825300946480922,78.25,Yes
31896I36WR,34,M,226325,431,1,Segment 3,1,0.7825214943969581,78.25,Yes
70909N03AC,53,M,218020,686,1,Segement 4,1,0.7825189375676126,78.25,Yes
50019T15FQ,57,F,315136,881,1,Segement 4,1,0.7825116183963328,78.25,Yes
69939F05JZ,54,F,411408,470,1,Segment 3,1,0.782510171492349,78.25,Yes
85132F08UH,37,M,242781,450,1,Segment 3,1,0.7825048427360043,78.25,Yes
26056B53YG,48,M,303250,379,1,Segment 3,1,0.7824985943170639,78.25,Yes
34476J18PO,26,M,182272,469,1,Segment 3,1,0.7824942695980572,78.25,Yes
28481A76BJ,63,F,460768,452,1,Segment 3,1,0.7824568470912995,78.25,Yes
47117G42PD,34,F,301301,402,0,Segment 3,1,0.7824528279481128,78.25,Yes
33913D69ED,46,M,292099,462,1,Segment 3,1,0.7824338513754823,78.24,Yes
12826C94BX,43,M,275568,390,0,Segment 3,1,0.7824189596707433,78.24,Yes
22624M03LU,35,M,231568,397,1,Segment 3,1,0.7824140213804242,78.24,Yes
33429J62IZ,34,F,301173,379,1,Segment 3,1,0.7823989856634391,78.24,Yes
44724O53MT,31,M,209481,466,1,Segment 3,1,0.7823749523120488,78.24,Yes
96589I96QH,52,F,400085,494,1,Segment 3,1,0.7823730764713289,78.24,Yes
57978J74JU,33,M,220376,364,1,Segment 3,1,0.7823320090307644,78.23,Yes
39367E51RW,35,M,118570,720,1,Segement 4,1,0.7823185327213676,78.23,Yes
29639R41ES,32,M,214773,407,0,Segment 3,1,0.7822880486578944,78.23,Yes
57084T54BO,58,F,320099,806,1,Segement 4,1,0.7822863303388242,78.23,Yes
49311Y52XR,34,M,112984,729,0,Segement 4,1,0.782281724817724,78.23,Yes
79472Z47SB,48,M,302718,470,1,Segment 3,1,0.7822747832180127,78.23,Yes
52954P32VK,40,F,333803,417,0,Segment 3,1,0.7822469995432719,78.22,Yes
32371E86BI,28,M,192663,476,1,Segment 3,1,0.782239282646116,78.22,Yes
58270Z21PF,57,M,352113,494,1,Segment 3,1,0.7822361492920271,78.22,Yes
48941Y75OH,28,F,267787,496,1,Segment 3,1,0.7822328533323247,78.22,Yes
62781R84PA,60,M,255828,946,1,Segement 4,1,0.7822321256894185,78.22,Yes
70123W25DO,59,F,325424,861,1,Segement 4,1,0.7822132924700489,78.22,Yes
47910Z66FU,40,M,258550,422,1,Segment 3,1,0.7821991296983709,78.22,Yes
93863F60HO,31,M,208987,486,1,Segment 3,1,0.7821670479799433,78.22,Yes
62059D04HX,34,F,300615,405,1,Segment 3,1,0.7821641545887189,78.22,Yes
37272Q61SY,63,M,272161,986,1,Segement 4,1,0.7821636784121843,78.22,Yes
26131H69UY,43,M,274946,473,1,Segment 3,1,0.7821572002194552,78.22,Yes
12733F80EA,36,M,236444,400,1,Segment 3,1,0.7821520334202083,78.22,Yes
60931A61UO,33,F,295061,367,1,Segment 3,1,0.7821408014500326,78.21,Yes
29099M99FX,30,M,203402,459,1,Segment 3,1,0.7821306426501659,78.21,Yes
69747U63VD,48,M,302366,429,1,Segment 3,1,0.7821266063382161,78.21,Yes
26122T97TB,26,M,181314,451,0,Segment 3,1,0.7820911157608323,78.21,Yes
52393L87TP,29,M,197730,418,1,Segment 3,1,0.7820575945307917,78.21,Yes
41793R64JY,48,F,377341,431,1,Segment 3,1,0.7820574287766874,78.21,Yes
41051S77DV,52,M,211343,999,1,Segement 4,1,0.7820229690378316,78.2,Yes
19596C21SK,57,M,238756,593,1,Segement 4,1,0.7819894128126991,78.2,Yes
37699D31NQ,36,F,311184,372,1,Segment 3,1,0.7819838819545812,78.2,Yes
95217Z60MY,34,M,225033,445,1,Segment 3,1,0.7819777062311293,78.2,Yes
07463Y85TX,28,F,267181,498,1,Segment 3,1,0.7819776727399259,78.2,Yes
37960O39XI,30,F,278155,385,0,Segment 3,1,0.7819679559853808,78.2,Yes
75433N04NF,33,M,106680,674,1,Segement 4,1,0.781942558212794,78.19,Yes
76353G29ZQ,57,M,351399,380,1,Segment 3,1,0.7819354716183,78.19,Yes
81118A22NH,42,M,268907,477,1,Segment 3,1,0.7819295681157011,78.19,Yes
82010C30SQ,39,F,327488,423,1,Segment 3,1,0.7819031588697614,78.19,Yes
73726H38DH,35,M,230348,497,1,Segment 3,1,0.7819003799640424,78.19,Yes
22984N73PM,39,F,327411,368,1,Segment 3,1,0.7818707115021443,78.19,Yes
33997G46GG,39,M,252268,393,1,Segment 3,1,0.7818691416680608,78.19,Yes
20456G67QB,34,F,299879,373,1,Segment 3,1,0.7818541336894479,78.19,Yes
89829M74DU,57,F,426339,441,1,Segment 3,1,0.7818515001232407,78.19,Yes
95798T15FF,31,F,283355,457,1,Segment 3,1,0.7818421635801794,78.18,Yes
92691W43IC,41,M,263123,437,1,Segment 3,1,0.7818092667767973,78.18,Yes
03152O66NC,33,M,106359,722,1,Segement 4,1,0.7818072852466413,78.18,Yes
03732Q46YX,29,F,272243,474,1,Segment 3,1,0.7817937196242738,78.18,Yes
47142L87AM,33,M,219076,448,1,Segment 3,1,0.7817845069148003,78.18,Yes
53438O64YN,32,M,100796,974,0,Segement 4,1,0.7817801106586256,78.18,Yes
08694P69BZ,43,M,274003,489,0,Segment 3,1,0.7817599195036882,78.18,Yes
72219W15CJ,47,M,295964,388,0,Segment 3,1,0.7817459524191098,78.17,Yes
37096R39TS,43,F,349061,387,1,Segment 3,1,0.7817256544104855,78.17,Yes
07222Q78NA,51,F,393040,385,1,Segment 3,1,0.7817217499819111,78.17,Yes
52640J06GC,34,M,224374,498,1,Segment 3,1,0.7816999632076534,78.17,Yes
58640N59DT,38,M,246355,427,1,Segment 3,1,0.7816944267242717,78.17,Yes
36113U94NN,60,F,329680,641,1,Segement 4,1,0.7816898082817363,78.17,Yes
04618K51QY,26,M,180341,395,1,Segment 3,1,0.7816810979977118,78.17,Yes
74323I03RG,35,M,229755,390,1,Segment 3,1,0.7816504009886609,78.17,Yes
92147Z50OL,55,M,226944,785,0,Segement 4,1,0.7816459252642384,78.16,Yes
18123X38QB,36,M,235228,483,1,Segment 3,1,0.7816396331091833,78.16,Yes
92264G78XG,59,F,436832,480,1,Segment 3,1,0.7816389904547553,78.16,Yes
24892S92ZJ,58,F,318557,952,1,Segement 4,1,0.7816367008072425,78.16,Yes
10592S84CD,55,F,414811,365,1,Segment 3,1,0.7816276582046869,78.16,Yes
69359P35KR,26,F,255317,474,1,Segment 3,1,0.7816122402562417,78.16,Yes
53807T27MU,48,M,301130,488,1,Segment 3,1,0.7816057273177981,78.16,Yes
93492X43QY,31,M,207626,481,1,Segment 3,1,0.781593517873401,78.16,Yes
78337N58HE,25,M,174609,404,1,Segment 3,1,0.7815826332123627,78.16,Yes
37491H89KK,32,F,288224,374,1,Segment 3,1,0.7815767265139734,78.16,Yes
42808P44LW,55,F,301875,825,1,Segement 4,1,0.7815580767728234,78.16,Yes
21017J05BB,26,F,255187,387,0,Segment 3,1,0.7815574043039474,78.16,Yes
77517I54GC,30,M,202036,477,0,Segment 3,1,0.7815549341859526,78.16,Yes
50701I88AA,46,M,290010,386,1,Segment 3,1,0.7815538706821533,78.16,Yes
76482Q02DK,33,M,105733,524,0,Segement 4,1,0.7815433078965606,78.15,Yes
42534Y99WL,27,M,185457,480,0,Segment 3,1,0.7815197483280576,78.15,Yes
36104L52EU,27,M,185375,456,0,Segment 3,1,0.7814851500984696,78.15,Yes
17874Y24OT,31,F,282475,366,1,Segment 3,1,0.7814710543537583,78.15,Yes
27473Y00GP,56,F,307149,1015,1,Segement 4,1,0.7814633424131856,78.15,Yes
65471P81PV,46,M,289789,431,1,Segment 3,1,0.7814606257105283,78.15,Yes
95673L55JC,61,M,372247,455,1,Segment 3,1,0.7814521907150008,78.15,Yes
28292H62CC,42,M,267772,461,1,Segment 3,1,0.7814509748017041,78.15,Yes
61829H00OS,38,M,245771,368,1,Segment 3,1,0.7814480757452457,78.14,Yes
90028R56DK,26,F,254920,480,1,Segment 3,1,0.7814447485848793,78.14,Yes
47848A68UP,65,M,281391,756,1,Segement 4,1,0.781418812155722,78.14,Yes
88681F49LA,42,F,342832,472,1,Segment 3,1,0.7814175188614643,78.14,Yes
19299P10UT,53,M,215399,614,1,Segement 4,1,0.7814147565845064,78.14,Yes
69078Q26QC,30,M,201702,403,1,Segment 3,1,0.7814140013387584,78.14,Yes
63037E40ZP,61,F,447269,384,1,Segment 3,1,0.7814026967343126,78.14,Yes
30544Y49EB,36,M,234603,490,0,Segment 3,1,0.7813759317532293,78.14,Yes
57539P61AY,56,F,419712,376,1,Segment 3,1,0.7813755408277137,78.14,Yes
29258D06CT,25,F,249189,458,1,Segment 3,1,0.7813466291668938,78.13,Yes
74933R85PY,50,M,311480,486,1,Segment 3,1,0.7813326814731886,78.13,Yes
82875C96UM,35,F,304050,485,1,Segment 3,1,0.7812941410223496,78.13,Yes
52921Z62OD,30,M,201407,497,1,Segment 3,1,0.781289470265853,78.13,Yes
09239B26DG,53,M,327861,458,1,Segment 3,1,0.781284298402285,78.13,Yes
14050O73ET,58,F,430453,401,1,Segment 3,1,0.7812674349234623,78.13,Yes
27342K32NA,32,M,212337,391,1,Segment 3,1,0.7812611523193921,78.13,Yes
70420F57HQ,44,M,278283,459,1,Segment 3,1,0.7812457853835583,78.12,Yes
04050A14YI,26,F,254448,370,1,Segment 3,1,0.7812454945342405,78.12,Yes
66830D90GQ,49,M,305722,457,0,Segment 3,1,0.7812231234553567,78.12,Yes
93289Z42LN,57,M,236935,766,1,Segement 4,1,0.7812213403818283,78.12,Yes
54215M82PV,31,F,281869,413,1,Segment 3,1,0.7812152307575869,78.12,Yes
74163D33PR,59,M,360675,475,1,Segment 3,1,0.7812094714537945,78.12,Yes
42108C72QW,49,F,380797,467,1,Segment 3,1,0.7811959778039584,78.12,Yes
81900C82XY,59,F,322997,929,1,Segement 4,1,0.7811899434529187,78.12,Yes
36858O70HL,47,F,369776,378,1,Segment 3,1,0.7811858686040155,78.12,Yes
35981W91YK,43,M,272610,365,1,Segment 3,1,0.781172101202871,78.12,Yes
29723L29PN,53,M,214811,788,1,Segement 4,1,0.7811664887748205,78.12,Yes
04688E18AM,48,M,300057,463,1,Segment 3,1,0.7811528131242428,78.12,Yes
64789R98JJ,65,F,468656,401,1,Segment 3,1,0.7811463380797908,78.11,Yes
19492H52NE,41,M,261544,472,1,Segment 3,1,0.7811429824807689,78.11,Yes
74532A48JQ,45,M,283531,379,1,Segment 3,1,0.7811399704383761,78.11,Yes
80255C92DF,31,M,206525,397,1,Segment 3,1,0.7811287571033966,78.11,Yes
60104Z32DX,50,F,273288,824,1,Segement 4,1,0.7810960767236186,78.11,Yes
36555H78QI,34,F,298075,364,1,Segment 3,1,0.7810929006466039,78.11,Yes
28669G69OX,44,M,277832,439,1,Segment 3,1,0.7810552744702499,78.11,Yes
95478B70FO,33,F,292467,444,1,Segment 3,1,0.7810466472516617,78.1,Yes
38691I46JE,35,M,228279,456,1,Segment 3,1,0.7810272973622306,78.1,Yes
51485I45DL,30,F,275917,496,1,Segment 3,1,0.7810236579677803,78.1,Yes
67319H69PE,36,F,308904,497,1,Segment 3,1,0.781021885017012,78.1,Yes
80433C41YU,34,F,297902,397,1,Segment 3,1,0.7810197995437221,78.1,Yes
30548V29NL,59,F,435331,413,1,Segment 3,1,0.7810052980561965,78.1,Yes
75069T08IT,54,M,219907,632,0,Segement 4,1,0.7809964127900056,78.1,Yes
41939F00BK,49,F,380312,499,0,Segment 3,1,0.7809910662386518,78.1,Yes
01758Q02FQ,65,F,468264,469,0,Segment 3,1,0.7809807024956266,78.1,Yes
82163Z38MQ,38,M,244635,364,1,Segment 3,1,0.780968299045291,78.1,Yes
78993P68EL,35,F,303244,395,1,Segment 3,1,0.7809536416152079,78.1,Yes
53776Y04XG,61,F,446168,361,1,Segment 3,1,0.7809376437132722,78.09,Yes
73651R69SD,32,M,211559,438,1,Segment 3,1,0.7809324523941281,78.09,Yes
